,jobtitle,jobdescription,experience
56,Data Engineer - # V0112,"<p><strong>Zillow, Inc. is seeking a Data Engineer for its Seattle, Washington office.</strong></p>
<p><strong>Job #</strong> V0112</p>
<p><strong>Job Duties: </strong>Designs, builds and maintains ETL pipelines to support data and analytical needs. Develops, creates and modifies general computer applications software of specialized utility programs. Detects data quality issues, identifies their root causes, develops fixes and designs auditing to capture future data issues.&nbsp; Experiments with new business technologies and new ways of looking at data to solve business needs.&nbsp; Utilizes: REST API, SQL, Java, Python, or C++</p>
<p><strong>Education Requirement:</strong> A Master&rsquo;s degree, or foreign equivalent, in Electrical and Computer Engineering, Computer Science or related.***</p>
<p><strong>Experience Requirements:</strong> Two (2) years of experience as a Software Engineer or related, which includes two (2) years of experience in each of the following:</p>
<ul>
<li>Developing software utilizing object oriented programming designs, concepts and languages like SQL, Java, Python, or C++</li>
<li>Developing software for cloud computing including AWS</li>
<li>Developing software to address distributed systems, low latency, high throughout, scalability and REST API</li>
<li>Building internal data analysis tools with big data technology such as spark-streaming</li>
</ul>
<p>*** Employer will accept a Bachelor&rsquo;s degree and Five (5) years of experience in the skills and abilities above as the equivalent of a Master&rsquo;s degree and Two (2) years of experience.</p>
<p>&nbsp;</p>",No experience
57,Senior Data Engineer #17-15337,"<p>Senior Data Engineer</p>
<p>We are using data and analytics to transform care and cures for kids!For more than 100 years, Seattle Children's has been leading the discovery of new cures and delivering the latest treatments available - all part of our mission to prevent, treat, and eliminate pediatric disease. We are now taking it to the next level and experiencing unprecedented growth in data and analytics across the enterprise. We're looking for talented data/analytic experts with a passion for helping kids and their families lead better, healthier lives.Seattle Children's Enterprise Analytics (SCEA) is the analytic backbone supporting clinicians, research, and business operations. From the simplest data mart to real-time streaming for predictive analytics, we deliver data and analytics to our world-class researchers and clinicians that they need to make timely, data-driven decisions - decisions that will transform medical care and cures for kids worldwide for decades to come.</p>
<p><strong>The Engineer is responsible for the following:</strong></p>
<p>Provides knowledge in business/clinical processes, analytical expertise, technical programming skills, and strong communication skills to work with key stakeholders, end users and project team members; Owns sprint user stories to produce successful outcomes; Contributes and recommends solution design and implementation of integrated data solutions from a wide range of data sources; Provides thought leadership in evaluating and optimizing data integration across the analytics platform; Effectively engages with our user community to build partnerships; Has a solid understanding of BI best practices, relational structures, dimensional data modeling, structured query language (SQL) skills, data warehouse and reporting techniques. </p>
<p><strong>Requisition Number:</strong> 17-15337</p>
<p>&nbsp;</p>",No experience
58,Data Scientist Associate,"<p class=""MsoNormal"" style=""margin-bottom: .0001pt; line-height: normal;""><span style=""font-size: 10.5pt; font-family: Verdana, sans-serif; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;"">Data Scientist Associate:</span><span style=""font-size: 10.5pt; font-family: Verdana, sans-serif; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;"">&nbsp;Build, optimize data mining models. Work with R, SAS, Python programming languages. Perform time series analysis, forecasting models. Develop, test predictive algorithms. </span></p>
<p class=""MsoNormal"" style=""margin-bottom: 0.0001pt; line-height: normal; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;""><span style=""font-size: 7.5pt; font-family: Verdana, sans-serif;"">33969376&nbsp;</span></p>",No experience
59,Senior Data Engineers #ENG100,"<p>Engineering: Senior Data Engineers at AAA Northern California, Nevada &amp; Utah's Walnut Creek office, contribute to the full life cycle of design, development, implementation &amp; maintenance of data warehouse, analytics, &amp; business intelligence platforms to provide company-wide data services in an Agile environment. Requires Master of Science in Computer Science, Information System, or closely related technical field &amp; 3 (or Bachelor of Science +5) years experience in Software engineering &amp; ETL development.&nbsp;</p>",No experience
60,data engineer,"ENGINEERING 
	MapR Technologies, Inc. in San Jose, CA seeks Data Engineer: Responsible for the architecture, design, implementation and evangelism of MapR Big Data Solutions. Frequent travel to customer sites within the U.S. Telecommuting allowed. Mail resume to MapR, Attn: HR Job Code #37588, 350 Holger Way, San Jose, CA 95134.",No experience
61,SR Data Engineer,"<p>Sr Data Engineer (full time, Centennial). Design, development, maintain asset manager data solutions. Create ETL + data warehouse solutions. Development ETL solutions to integrate 3rd party vendor solutions with internal syst. Provide end-user support + issue resolution. Monitor production outages + track deployments. Provide estimates for projects. Research new techs to address biz + tech requirements. Collaborate with cross-functional teams. Requirements: computer related BA/BS + 5 yrs experience. Must include 5 years each with Shell script, SQL, Web Svcs, RDBMS, Oracle (or SQL Server), SVN, Autosys, Cognos, ETL, query optimization &amp; performance tuning; + 3 years in asset management.&nbsp;</p>
<p>Being a leader in today&rsquo;s asset management industry today requires innovative investment ideas, world-class client service, and extraordinary people. OppenheimerFunds is a trusted name with a nearly 60 year history. We&rsquo;re looking for dynamic and innovative individuals who can take us into the future. If you are up for the challenge, Invest in Your Success with OppenheimerFunds. We look forward to hearing from you.</p>",No experience
62,Senior Data Engineer,"<p>The Enterprise Data Warehouse (EDW) and Business Intelligence (BI) Developer, Senior supports the Hospital and Knowledge Management&rsquo;s vision, mission, and strategic initiatives by using technical expertise to design, create and develop automated EDW and BI solutions and by providing internal consultation and project management. The incumbent provides knowledge in business/clinical processes, analytical expertise, technical programming skills, and strong leadership skills to work with key stakeholders, end users and project team members. This position identifies and resolves issues throughout the development lifecycle project phases, and is accountable for identifying opportunities for continuous improvement in workflow processes in the implementation of technology solutions. The incumbent is responsible for frequently taking a formal or an informal lead on project tasks, and leads efforts to design and implement integrated data solutions, including data marts, tables, views and cubes from a wide range of existing data sources, and provides leadership in evaluating and optimizing data integration across these sources. The incumbent must have a sound understanding of BI best practices, relational structures, dimensional data modeling, structured query language (SQL) skills, data warehouse and reporting techniques.</p>",No experience
63,Data Scientist,"<p>Technology Oracle America, Inc. has openings for Data Scientist positions in Broomfield, CO. Job duties include: design, develop &amp; program methods, processes, &amp; systems to consolidate &amp; analyze unstructured, diverse ""big data"" sources to generate actionable insights &amp; solutions for client services &amp; product enhancement. , referencing 385.19223. Oracle supports workforce diversity.</p>
<p>&nbsp;</p>
<p><strong>Data Scientist Job Duties:</strong></p>
<p>&nbsp;</p>
<p>Identify valuable data sources and automate collection processes</p>
<p>Undertake preprocessing of structured and unstructured data</p>
<p>Analyze large amounts of information to discover trends and patterns</p>
<p>Build predictive models and machine-learning algorithms</p>
<p>Combine models through ensemble modeling</p>
<p>Present information using data visualization techniques</p>
<p>Propose solutions and strategies to business challenges</p>
<p>Collaborate with engineering and product development teams</p>
<p>Research and develop statistical learning models for data analysis</p>
<p>Collaborate with product management and engineering departments to understand company needs and devise possible solutions</p>
<p>Keep up-to-date with latest technology trends</p>
<p>Communicate results and ideas to key decision makers</p>
<p>Implement new statistical or other mathematical methodologies as needed for specific models or analysis</p>
<p>Optimize joint development efforts through appropriate database use and project design</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",No experience
64,Infrastructure Data Scientist - Job ID: 170068107,"<p>JPMorgan Chase &amp; Co. has an opening for an Infrastructure Data Scientist position in Columbus, Ohio. Collect &amp; synthesize data, define business problems, &amp; build analytical models &amp; forecasts. JPMorgan Chase &amp; Co. supports workforce diversity.</p>",No experience
65,Data Scientist,"<p>Data Scientist Assist team in developing &amp; maintaining predictive algorithms &amp; managing data applied to transactions in retail operations. Collect, process, organize &amp; analyze wide variety of data. Advanced degree require.&nbsp;</p>",No experience
66,data engineer,"ENGINEERING 
	Data Engineer in Sunnyvale, CA (DE-CA1) Ply mult. roles that span data archit., dsgn, data warehousing, & quality ctrl. Req BS+6. Send resume: Financial Engines, 4742 N. 24th St, Ste 270, Phoenix, AZ 85016 Attn: KDoyon/DE-CA1.",No experience
67,"Software Engineers, Front End Architects, IT Developers, Data Engineering Managers, Project Leaders (Sales Engineer), Data Scientists","<p>Computer: The Home Depot U.S.A., Inc. has multiple openings for the following positions in our Foster City, CA office: software engineering positions including <strong>Software Engineers</strong> and <strong>Front End Architects</strong> to develop and/or execute software, testing and validation procedures, programming and documentation; <strong>IT Developers</strong> to develop, create, and/or modify applications software and related systems; <strong>Data Engineering Managers</strong> to manage a team of software engineers that architect, design, implement and support enterprise software systems and applications; <strong>Project Leaders (Sales Engineer)</strong> to develop business value and drive sales, improve efficiency, and improve customer satisfaction within a designated enterprise product line; and <strong>Data Scientists</strong> to formulate and apply mathematical modeling and other optimizing methods to develop and interpret information to assist management with decision making, policy formulation, and other designated functions and objectives.</p>
<p>Work location: Foster City, CA. All positions require related degree and/or experience and/or skills. Multiple openings.</p>
<p>&nbsp;</p>",No experience
68,"Senior Software Test Engineer #EF-0126, Associate Data Scientist #LZ-1031,","<p>Engineering: <strong>Senior Software Test Engineer</strong>, Full Stack (Job#EF-0126); <strong>Associate Data Scientist</strong> (Job# LZ-1031). Positions in San Mateo, CA.</p>
<p>&nbsp;</p>",No experience
69,Data Scientist,"<p>Data Scientist, Windlogics, Inc., (Juno Beach, FL) seeks qualified applicant to develop algorithms, modeling techniques &amp; optimization methods that support &amp; assist with the development of WindLogics products.&nbsp;</p>
<p>Responsible for working with machine learning, optimization, statistics, applied mathematics and software engineering to produce distributed computing &amp; data storage infrastructure solutions.</p>
<p>Requirements: Bachelor's Degree, or foreign equivalent, in Engineering, Computer Science or a closely related discipline. Any suitable combo of education, training or experience is acceptable.&nbsp;</p>
<p>&nbsp;</p>",No experience
70,Data Engineer,"<p>Data Engineer sought by Zillow, Inc. for its Seattle, WA office. Design, build &amp; maintain ETL pipelines to support data &amp; analytical needs.&nbsp;</p>
<p>Requirements: Maters or foreign equivalent, in Computer Science, or related.&nbsp;</p>
<p>Job #V0123</p>
<p>&nbsp;</p>",No experience
71,data scientist,"SCIENTIST 
	Data Scientist, Roche Sequencing Solutions, Inc., Santa Clara, CA. Req: Master's in Bioinform./Comput'l Biology, Comp Sci, Biochem, Bioeng'g, Math, or rltd, + 1yr exper. Apply: http://applyroche.com/00453617.",No experience
72,Faculty Position in Sociotechnical Data Science,"<p>The <a href=""https://sils.unc.edu/"" target=""_blank"" rel=""noopener"">School of Information and Library Science (SILS) </a>at the University of North Carolina at Chapel Hill (the iSchool at Carolina) invites applications for a tenure/tenure-track faculty position with a starting date of July 1, 2018. Candidates at all ranks are welcome to apply.</p>
<p>The faculty seeks an outstanding colleague with research and teaching interests in sociotechnical data studies and human-centered data science. Research areas include, but are not limited to:</p>
<ul>
<li>Data ethics, law, and policy, including security, privacy and society</li>
<li>Human-data interaction and sociotechnical perspectives on data work</li>
<li>Data-oriented design, infrastructure, and theory</li>
<li>Computational science (including computational social science, computational biology, as well as other computational scientific disciplines)</li>
<li>Data science methods (from machine learning to human-computer interaction)</li>
</ul>
<p>Faculty are expected to engage in research, teach, advise students, and participate in school, university, and professional activities. Candidates should thrive in an intellectually stimulating, multidisciplinary environment. Those with fresh and innovative ideas, a commitment to professional engagement, and an appreciation for cultural diversity are encouraged to apply.</p>
<p>SILS offers an array of undergraduate and graduate degrees. We are an intellectually curious, collegial scholarly community whose expertise spans a range of disciplines, methodological approaches, and research paradigms. See <a href=""http://sils.unc.edu"" target=""_blank"" rel=""noopener"">http://sils.unc.edu</a> for more about our school, programs, and faculty.</p>
<p>SILS faculty are part of a thriving data science research community at the University of North Carolina at Chapel Hill. Collaboration opportunities in data science span the university, from cyberinfrastructure and statistics to health and the humanities. The recent <a href=""http://data.web.unc.edu/"" target=""_blank"" rel=""noopener"">Data@Carolina</a> initiative works to promote and unite these efforts. Centers and programs such as the <a href=""http://odum.unc.edu/"" target=""_blank"" rel=""noopener"">Odum Institute for Research in Social Science, </a>the <a href=""http://renci.org/"" target=""_blank"" rel=""noopener"">Renaissance Computing Institute</a> (RENCI), and the <a href=""http://digitalhumanities.unc.edu/"" target=""_blank"" rel=""noopener"">Carolina Digital Humanities Institute</a> (CDHI) contribute to a rich and diverse data science environment.</p>
<p>An earned doctorate is required at the time of employment. Degrees can be in any appropriate discipline. Candidates should provide evidence of research and teaching excellence, and potential for leadership in their area of expertise. Salary and rank will be commensurate with qualifications.</p>
<p>&nbsp;</p>
<p><em>The University of North Carolina at Chapel Hill is an equal opportunity employer that welcomes all to apply, including protected veterans and individuals with disabilities.</em></p>",No experience
73,Data Engineer Lead,"Careers Job ListingsNew Search | Search Results   Please be sure to edit your profile with an up to date resume prior to applying for a position. If you forget and update your profile after applying for a position, the new information (resume and/or cover letter) will automatically be attached to all jobs for which you have applied.          Apply Now/Create Profile Email A Friend Apply Now/Create Profile Number of Openings: 1 Requisition Number: 16-12630 Job Title: Data Engineer Lead Department: 38151-Research InformaticsCity: SeattleState: WashingtonLocation: West 8thSecondary Location: Union: NoneWork Status: RegularShift: Day ShiftFTE/Hours per pay period: 1.0 FTE (80 hours per bi-weekly pay periods)Hours Per Shift: Call Hours: Work Days: Monday-FridaySalary: Depends on ExperienceJob Description: The Lead Data Engineer is responsible for building a data processing pipeline in that collects, connects, centralizes, and curates data from various internal and external data sources. This role is pivotal to the mission and vision of Enterprise Analytics to transform healthcare for children. You must be able to architect highly scalable and reliable data engineering solutions for moving data efficiently across systems; design, implement, test and deploy data processing infrastructure; take ownership and get things done in an Agile team setting; and break down, estimate and provide just-in-time design for small increments of work. Requirements: Required Education/Experience: - Bachelor's Degree in computer science or related field, or equivalent combination of education and experience/technical training that demonstrates analytical and technical competency - Minimum of seven (7) years industry-related experience, to include: - Three (3) yearsbuilding out highly scalable, scaled-out architectures on MPP platform or similar big data solution - Two (2) years experience working in a complex data infrastructure environment - Experience in a technical lead position on a development team supporting integrated data solutions for a wide range of customer groups or three (3) years in a senior data engineering role. - ETL development experience - Advanced competency in SQL with ability to optimize and mentor others - Experience leading full development life cycle management, including requirements, analysis, architecture, design, implementation, testing, deployment and technical support. - Experience with data modeling - Experience creating stored procedures Required Credentials: - N/A Preferred: - Minimum three (3) years of related work in a healthcare environment - Minimum two (2) years of data science experience using R, SAS, Python, SPSS, etc - Scrum Master certification To apply for this position, please click Apply Now/Create Profile.          Apply Now/Create Profile Email A Friend Apply Now/Create Profile Should you have a disability that requires assistance and / or reasonable accommodation with the job application process, please contact the Human Resources Department at human.resources@seattlechildrens.orgPositions are subject to close at any time.Please apply for each position in which you are interested.Annual salaries will be prorated based on FTE for part-time positions.Seattle Children’s is committed to equal employment opportunity for all persons and does not discriminate with respect to hiring or promotion of individuals, conditions of employment, disciplinary and discharge practices, or any other aspect of employment on the basis of  race, color, religion (creed), sex, gender identity or expression, sexual orientation, national origin (ancestry), disability, age, genetic information, marital status, citizenship, pregnancy or maternity, protected veteran status or any other status protected by applicable national, federal, state or local law.  Seattle Children's is committed to a safe and drug free workplace and requires a pre-employment drug screen and background check. The use of marijuana for medical purposes accompanied by a prescription, even if permitted by state law, will not be considered acceptable for purposes of explaining a positive lab test result for marijuana.Children's is a smoke-free workplace. Also in This Section...OverviewAward-Winning LeaderOur CultureEmployee BenefitsProfessional DevelopmentApplication FAQsInternships and ResidenciesNursing at Seattle Children'sLiving in SeattleWashington State Licensing Information",No experience
74,Data Science Management Associate - Requisition ID: R33744,"<p><strong>Requisition ID:</strong> R33744</p>
<p>Data Science Management Associate</p>
<p>Capital One Services, LLC in Richmond, VA; Multiple position available: Lead data analysis &amp; modeling projects involving the application &amp; validation of stat &amp; other math methods in support of business strategy development.</p>
<p><strong>Responsibilities:</strong></p>
<ul>
<li>Lead data analysis and modeling projects involving the application and validation of statistical and other mathematical methods in support of business strategy development.&nbsp; &nbsp;</li>
<li>Perform overall design and monitor the performance of quantitative and qualitative data modeling, statistical analysis, forecasting, and validation projects to structure uncompromised and efficient models applying specialized statistical analysis software and advanced mathematical and statistical methods to collect, organize, interpret, and summarize economic data.</li>
<li>Apply statistical theory and methods, including qualitative and quantitative data analysis and reporting, statistical modeling, multivariate linear and logistic regression, and experimental design to design, analyze, build, validate, and help implement quantitative predictive models in order to solve business-level problems.&nbsp;&nbsp;</li>
<li>Monitor data model performance and provide expert guidance to senior business leadership.&nbsp;&nbsp;</li>
<li>Identify opportunities to apply statistical methods to improve business performance, generate new ideas, and influence business leaders.&nbsp;&nbsp;</li>
<li>Prepare detailed reports to senior management regarding the results of statistical analyses, including information in the form of graphs, charts, and tables understandable by non-statisticians.</li>
</ul>
<p>Requires Master's degree or foreign equivalent in Statistics/Economics/ Operations Research / Mathematics/ related quantitative field. Must have the following skills through education or experience: statistical analysis; qualitative and quantitative data analysis; developing reports; statistical modeling; multivariate linear and logistic regression; experimental design; SAS or SQL; presentation of complex statistical concepts and research results to non-statistical audience. Must pass company&rsquo;s assessment.</p>",No experience
75,staff data engineer (multiple positions),"COMPUTER: 
	Staff Data Engineer (multiple positions) sought by General Electric Company in San Ramon, CA to architect, design & develop new software systems & tools to enable users to consume & understand data faster. Reqs Bachelor's deg, or foreign degree equiv, in STEM & 6 yrs of prog responsible post-Bachelor's deg related software dev exp. Alternatively, employer will accept a Master's deg, or foreign degree equiv, in STEM & 4 yrs of related software dev exp. Position also requires 3 yrs of exp with Java or Python programming; SQL; & Greenplum, Oracle, Postgres or Vertiga; & 2 yrs of exp with Hadoop Ecosystem, MapReduce, Spark or NoSQL (HBase, MongoDB or Cassandra). Apply at www.gecareers. com & search Job # 2978701. Must be legally authorized to work in the U.S. without sponsorship. Any offer of employment is conditioned upon the successful completion of a background investigation & drug screen.",No experience
76,IT - Data Scientist #DSQL-CA,"<p>Engineering: Workday, Inc. has the following Data Scientist available in Pleasanton, CA:</p>
<p>Data Scientist (Machine Learning Engineering) (DSQL-CA) - Develop customer applications that analyze customer's human resources and financial data.</p>",No experience
77,Biochemical Process Engineer / Data Scientist,"<p>Seattle-based Just Biotherapeutics seeks Biochemical Process Engineer / Data Scientist. Requires Ph.D. in Chem Eng or Biochem Eng and experience working with biopharm processes based on single-use equipment, and with Biosolve Process, MATLAB, Simulink, Python, and CVXPY.&nbsp;</p>",No experience
78,Professor of Practice in Information Systems and Data Science - Requisition Number 11715BR,"<div>
<p>Position Announcement: <strong>Professor of Practice in Information Systems and Data Science at Texas Tech University</strong>.</p>
<p>The Rawls College of Business at Texas Tech University invites applications for a professor of practice (open rank) in information systems and data science beginning January or August 2018. The position requires either a Ph.D. in MIS or a related field (preferred) or a masters degree in MIS or a related field and extensive work experience allowing the person to be professionally qualified for the position. Salary is commensurate with experience.</p>
<p>Professors of practice at the Rawls College teach three courses per academic term and engage in significant service activities. Some research or consulting is required to maintain academically qualified or professionally-qualified status. For this position, we seek someone who can teach a variety of MIS, business analytics, and/or statistics courses to fill teaching needs in our undergraduate program, the MBA program, and the M.S.-Data Science program. Candidates who have strong records of scholarship supported by extramural funding and who have the proven capacity or clear potential to bring externally sponsored research to Texas Tech University are encouraged to apply. Service duties include program-building, as well as commitment to extracurricular activities. Service to the department, college, and university is expected.</p>
<p>The MIS area offers an undergraduate degree, a Masters degree in Data Science, and a Ph.D. degree. The college offers undergraduate, Masters of Science, MBA (STEM and Working Professional), and Ph.D. degrees. In addition to ISQS, the Rawls College has areas of Finance, Management, Marketing, and Energy Commerce, as well as a School of Accountancy and a program in Health Organization Management. The Rawls College of Business is located in a new state-of-the-art building opened in 2012.</p>
<p>The ISQS area includes the Center for Advanced Analytics and Business Intelligence, which is devoted to research on Data Science topics. The Center hosts an annual Symposium on Big Data each spring.</p>
<p>The business programs at Texas Tech benefit from several advantages not possessed by many locations. Texas Tech is a comprehensive university that includes a medical school and health sciences center, a school of pharmacy, an engineering college, a law school, an agriculture school, an experimental sciences center, and many other schools and colleges. Additionally, Texas Tech's location boasts a regional medical hub with two large hospitals and a large healthcare industry, a regional banking hub, a major energy production area (wind and oil-and-gas), and a significant agriculture industry.</p>
<p>Texas Tech University is a Carnegie Very High Research Activity university (Tier 1) with approximately 35,000 students. The university is built in Spanish Renaissance architecture and boasts one of the top university public art collections in the nation, with works from some of the world's leading contemporary artists.</p>
<p>Box 42101 | Lubbock, Texas 79409-2101 | T 806.742.3192 | F 806.742.3193</p>
</div>
<p>Texas Tech is located in Lubbock, a city of 250,000 in the south plains region of Texas. With a grid- like structure and a superb road and highway system, nearly every point-to-point trip in the city takes 15 minutes or less. The cost of living is low compared with most metropolitan areas in the U.S., and Texas has no state income tax. Excellent public and private schools are available. The climate is excellent: Winters are short and relatively mild and summers are sunny with low humidity.</p>
<p>As an Equal Employment Opportunity/Affirmative Action employer, Texas Tech University is dedicated to the goal of building a culturally diverse faculty committed to teaching and working in a multicultural environment. We actively encourage applications from all those who can contribute, through their research, teaching, and/or service, to the diversity and excellence of the academic community at Texas Tech University. The university welcomes applications from minorities, women, veterans, persons with disabilities, and dual-career couples.</p>
<p>Requisition Number 11715BR.&nbsp;</p>
<p>Box 42101 | Lubbock, Texas 79409-2101 | T 806.742.3192 | F 806.742.3193</p>
<p>&nbsp;</p>",No experience
79,"Data Engineer, Senior","<p class=""MsoNormal"" style=""mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; line-height: normal;""><strong><span style=""font-size: 10.5pt; font-family: Verdana, sans-serif;"">Number of Openings:</span></strong><span style=""font-size: 10.5pt; font-family: Verdana, sans-serif;""> 1</span></p>
<p class=""MsoNormal"" style=""mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; line-height: normal;""><strong><span style=""font-size: 10.5pt; font-family: Verdana, sans-serif;"">Requisition Number:</span></strong><span style=""font-size: 10.5pt; font-family: Verdana, sans-serif;""> 17-15337</span></p>
<p class=""MsoNormal"" style=""mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; line-height: normal;""><strong><span style=""font-size: 10.5pt; font-family: Verdana, sans-serif;"">Job Title:</span></strong><span style=""font-size: 10.5pt; font-family: Verdana, sans-serif;""> Data Engineer, Senior</span></p>
<p class=""MsoNormal"" style=""mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; line-height: normal;""><strong><span style=""font-size: 10.5pt; font-family: Verdana, sans-serif;"">Department:</span></strong><span style=""font-size: 10.5pt; font-family: Verdana, sans-serif;""> 17162-Enterprise Analytics</span></p>
<p class=""MsoNormal"" style=""mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; line-height: normal;""><strong><span style=""font-size: 10.5pt; font-family: Verdana, sans-serif;"">City:</span></strong><span style=""font-size: 10.5pt; font-family: Verdana, sans-serif;""> Seattle</span></p>
<p class=""MsoNormal"" style=""mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; line-height: normal;""><span style=""font-size: 10.5pt; font-family: Verdana, sans-serif;"">State: Washington</span></p>
<p class=""MsoNormal"" style=""mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; line-height: normal;""><strong><span style=""font-size: 10.5pt; font-family: Verdana, sans-serif;"">Location:</span></strong><span style=""font-size: 10.5pt; font-family: Verdana, sans-serif;""> 70th &amp; SPW Admin Offices</span></p>
<p class=""MsoNormal"" style=""mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; line-height: normal;""><strong><span style=""font-size: 10.5pt; font-family: Verdana, sans-serif;"">Secondary Location:&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span></strong></p>
<p class=""MsoNormal"" style=""mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; line-height: normal;""><strong><span style=""font-size: 10.5pt; font-family: Verdana, sans-serif;"">Union: </span></strong><span style=""font-size: 10.5pt; font-family: Verdana, sans-serif;"">None</span></p>
<p class=""MsoNormal"" style=""mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; line-height: normal;""><strong><span style=""font-size: 10.5pt; font-family: Verdana, sans-serif;"">Work Status: </span></strong><span style=""font-size: 10.5pt; font-family: Verdana, sans-serif;"">Regular</span></p>
<p class=""MsoNormal"" style=""mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; line-height: normal;""><strong><span style=""font-size: 10.5pt; font-family: Verdana, sans-serif;"">Shift:</span></strong><span style=""font-size: 10.5pt; font-family: Verdana, sans-serif;""> Day Shift</span></p>
<p class=""MsoNormal"" style=""mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; line-height: normal;""><strong><span style=""font-size: 10.5pt; font-family: Verdana, sans-serif;"">FTE/Hours per pay period:</span></strong><span style=""font-size: 10.5pt; font-family: Verdana, sans-serif;""> 1.0 FTE (80 hours per bi-weekly pay periods)</span></p>
<p class=""MsoNormal"" style=""mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; line-height: normal;""><strong><span style=""font-size: 10.5pt; font-family: Verdana, sans-serif;"">Hours Per Shift:&nbsp;&nbsp;&nbsp; </span></strong></p>
<p class=""MsoNormal"" style=""mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; line-height: normal;""><strong><span style=""font-size: 10.5pt; font-family: Verdana, sans-serif;"">Call Hours:&nbsp; </span></strong></p>
<p class=""MsoNormal"" style=""mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; line-height: normal;""><strong><span style=""font-size: 10.5pt; font-family: Verdana, sans-serif;"">Work Days:</span></strong><span style=""font-size: 10.5pt; font-family: Verdana, sans-serif;""> Monday-Friday</span></p>
<p>&nbsp;</p>
<p class=""MsoNormal"" style=""mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; line-height: normal;""><strong><span style=""font-size: 10.5pt; font-family: Verdana, sans-serif;"">Salary: </span></strong><span style=""font-size: 10.5pt; font-family: Verdana, sans-serif;"">Depends on Experience</span></p>
<p><strong>Job Description: </strong></p>
<p>We are using data and analytics to transform care and cures for kids!</p>
<p>For more than 100 years, Seattle Children's has been leading the discovery of new cures and delivering the latest treatments available - all part of our mission to prevent, treat, and eliminate pediatric disease. We are now taking it to the next level and experiencing unprecedented growth in data and analytics across the enterprise. We're looking for talented data/analytic experts with a passion for helping kids and their families lead better, healthier lives.</p>
<p>Seattle Children's Enterprise Analytics (SCEA) is the analytic backbone supporting clinicians, research, and business operations. From the simplest data mart to real-time streaming for predictive analytics, we deliver data and analytics to our world-class researchers and clinicians that they need to make timely, data-driven decisions - decisions that will transform medical care and cures for kids worldwide for decades to come.</p>
<p><strong>Requirements: </strong></p>
<p>The Senior Data Engineer responsibilities include building a data processing pipeline that collects, connects, centralizes, and curates data from various internal and external sources using a variety of languages and tools to marry systems together for the Enterprise Data Warehouse. You must be able to develop highly scalable and reliable data engineering solutions for moving data efficiently across systems. You will operate in an Agile team setting and be expected to break down and estimate work in small increments to accelerate the delivery of new business capabilities.</p>",No experience
80,Solutions Architects and Data Scientists,"<p>Multiple Openings for Solutions Architects and Data Scientists. Exact worksite not known at this time. All positions will report to, will be managed from and paid out of HQ office in Charlotte, NC.</p>",No experience
81,Data Scientists #00454201,"<p>Scientists:</p>
<p>Data Scientists (Multiple Openings), Roche Sequencing Solutions, Inc., San Jose, CA. Requires: Master's in Bioinformatics, Biostatistics, Computational Biology, Computer Science or related. Job ID:00454201.</p>",No experience
